scorer,,,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu,Yuu
labeled-data,8WK_F_WT_03,8WK_F_WT_03_selected_05_frame_034810.png,627.7794684706294,428.52047382270575,,,516.3668027862628,434.1855246202159,517.3109779191813,538.0447892412354,485.209023399957,633.4064776659899,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_03,8WK_F_WT_03_selected_06_frame_035890.png,,,,,552.5467472843732,388.4657760143108,546.4640854933447,505.86114858115957,488.7140874365634,632.6116395170667,286.33953380206697,627.142056704448,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_03,8WK_F_WT_03_selected_09_frame_039040.png,,,,,,,,,213.86388502383642,609.1889326423211,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_03,8WK_F_WT_03_selected_11_frame_039990.png,182.52265446768772,448.5541210008749,276.9800898351804,453.00966040500185,,,323.3176996381014,550.1404194149708,,,,,,,981.7061967626403,447.37600069366863,944.1074769203587,468.5680064229547,909.243209430243,465.83355407078875,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_03,8WK_F_WT_03_selected_12_frame_040220.png,,,,,,,305.4667511573456,498.56180306974466,207.67363052466706,564.8910501075613,374.3471230812322,595.5045487403999,629.4596116882196,322.5341859309233,548.673990296007,308.9281865385507,515.5093667770986,332.73868547520283,491.6988678404465,404.1701822851593,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_03,8WK_F_WT_03_selected_14_frame_041250.png,640.0392258288869,628.0536521011509,687.4422768715837,525.9547729322654,611.7797146303561,525.9547729322654,711.4681398859799,501.1627168563722,,,825.6150895633245,532.5952802104742,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_03,8WK_F_WT_03_selected_15_frame_041520.png,637.6145093527997,366.9899101036953,545.2539428442308,411.54894601375133,537.2929485541672,439.89075281357714,598.1779467223344,532.6743951126555,,,726.4053326602198,532.1165928780355,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_03,8WK_F_WT_03_selected_16_frame_042050.png,,,,,518.3793493195658,226.18949366898124,565.9758968932982,352.4238154949671,624.6093250638381,467.62125672414544,626.7048722406253,629.6021691302403,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_03,8WK_F_WT_03_selected_19_frame_044060.png,429.2551892420055,671.1883762948046,459.22536652769304,562.6297341266473,403.94703953409146,567.291761704421,528.102058421052,535.0140202857277,597.088182041856,575.9498129202864,710.308851787787,528.6635332028682,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_04,8WK_F_WT_04_round3_candidate280_08_frame_020678.png,,,216.90791438227112,271.96358305547005,126.99556145923518,253.0346666506204,134.8826099612559,445.47865009992546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_04,8WK_F_WT_04_selected_02_frame_003850.png,,,,,,,,,258.65873371755674,546.3375602123576,166.3743978599535,615.965262715699,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_04,8WK_F_WT_04_selected_06_frame_007590.png,,,155.7561121562052,399.1443023586246,111.92169075080028,405.54708301334665,212.44031785198302,467.0696214823606,,,287.7183757591289,529.4396767968831,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_04,8WK_F_WT_04_selected_07_frame_009320.png,300.4967128887495,426.3216003580385,316.46952818771064,367.986101005311,233.13310054095712,364.513749853363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_04,8WK_F_WT_04_selected_08_frame_010130.png,,,,,,,538.2122268128533,286.6337501966632,613.0872268531807,355.1939911974449,773.6625281444852,436.383750277318,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_04,8WK_F_WT_04_selected_11_frame_011180.png,,,346.5199900414762,552.5816660507882,346.5199900414762,508.31771272473236,437.73056053153056,539.1683468610743,528.2704650620992,561.3003235241022,615.9637018867317,535.7319515187951,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_06,8WK_F_WT_06_selected_14_frame_044800.png,478.92475920974323,479.7835762363938,547.1733944646306,475.02204354419234,522.836671815601,444.3366106388941,660.9211198894429,513.1143050818039,756.6808329214942,484.0160497405728,890.0037483031347,527.3989031584083,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_06,8WK_F_WT_06_selected_15_frame_044840.png,,,450.7469394544793,512.8478303190412,,,565.4203408310455,512.1570266962908,678.7121349621107,499.72256148678366,832.5888570546887,533.520806263215,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_06,8WK_F_WT_06_selected_16_frame_044890.png,219.0516109067815,634.7206030357503,243.28439559208252,539.2581179118373,178.66363643127983,539.9924447204827,,,432.00638541397217,537.7894642945463,570.7941522479689,553.2103272761015,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_06,8WK_F_WT_06_selected_17_frame_044910.png,204.3650747338718,449.67024725708814,,,155.89950536326978,445.2642864052152,,,,,478.2689743586377,559.0849417452654,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_06,8WK_F_WT_06_selected_18_frame_044950.png,35.22349445633729,403.0903176287875,131.1104744943544,389.72901713168676,,,177.4820468078217,517.0543512805291,428.2029208416534,523.3420221026942,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_11,8WK_F_WT_11_selected_06_frame_024660.png,634.9672977072823,570.7899868981538,705.6090853109818,535.4334526000872,655.6163991965686,508.38822896442116,803.1358008456564,519.8619602037946,874.4368449760486,475.6061397090683,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_11,8WK_F_WT_11_selected_07_frame_024700.png,182.27151090053465,565.590971273803,229.76275647789947,517.3576749842919,237.92531431150906,491.38590005917047,356.6534282549211,519.5838271207308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_11,8WK_F_WT_11_selected_09_frame_024820.png,244.74989526698295,593.3994199783504,210.35912451015747,511.82131260169456,143.1771537293821,539.8138004270174,,,227.1546172053513,523.8180930982616,377.51426609565806,487.8277516085609,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_11,8WK_F_WT_11_selected_10_frame_024850.png,598.2550272324913,387.85458080383626,,,532.6726271845915,367.06016127645324,406.30653928741896,458.23569305036233,283.93937822243527,503.02367357087894,28.807846328776446,485.4283955092466,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_11,8WK_F_WT_11_selected_11_frame_025020.png,,,,,930.3508515064577,489.09252434346104,852.0514553736361,528.6081074385298,772.2885191261826,593.7356425396617,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_11,8WK_F_WT_11_selected_18_frame_043970.png,,,,,,,1010.1137877539115,418.84259884111657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_11,8WK_F_WT_11_selected_19_frame_044300.png,930.5322247068319,431.2044989891672,1008.8129511614858,398.27689182967,,,1034.9065266463704,472.208689036843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_12,8WK_F_WT_12_selected_02_frame_004750.png,,,,,519.1222037926066,254.87305527665825,529.0435732555209,343.3385996543108,472.8224796323399,430.9773632433872,378.0774909139283,530.1910578725302,,,1114.760805122583,354.9547283182057,,,1014.9724611490794,452.78643809615033,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_12,8WK_F_WT_12_selected_03_frame_005430.png,,,,,,,373.02894427285526,526.9501670311927,270.80966170731153,557.1513186982852,143.03555850038185,531.5964980568992,,,1041.1927076425718,369.2845902300579,,,1006.3792491378854,458.91072808254825,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_12,8WK_F_WT_12_selected_04_frame_005910.png,,,,,,,571.7959383377216,252.92633075092147,620.8930452494764,338.8462678464922,710.5896828767205,517.2953679680622,924.7676973372883,434.38644492178963,1010.54777855374,397.62355297188174,,,1022.0361822880864,487.2331020997823,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_12,8WK_F_WT_12_selected_06_frame_009470.png,622.2185881024122,116.60135871365873,517.2312697597583,161.36339366595297,539.2053596454301,188.22061463732953,550.5993321787414,300.53262960854056,599.4306430357897,414.4723549416532,527.222867647202,463.1293422572045,907.2489900719308,471.46913475580243,964.2054641631975,436.83344105165384,,,1027.8781716002213,485.4023584747512,1075.7363777017074,545.7168099999117,1188.9625826933343,595.5714102950461,,,,,,,,,,,,
labeled-data,8WK_F_WT_12,8WK_F_WT_12_selected_07_frame_009750.png,,,543.2550291803404,197.7407955375403,,,448.610447156092,194.58597613673203,341.3465875286105,163.0377821286492,,,626.0690384515576,161.46037242824508,,,,,,,612.6610559981225,345.22860252532735,710.4604574231792,521.898488970591,,,995.7094475407159,400.2894765045479,,,1017.8686568407809,469.2995854676071,1055.222752518033,550.3389794792729,1191.9767299127193,595.9236386108349
labeled-data,8WK_F_WT_12,8WK_F_WT_12_selected_09_frame_011930.png,,,,,504.40992013837194,457.63861627797587,439.62598156549643,517.9158460805644,366.95529834668616,582.69978465344,211.47384577178477,562.4195951871484,898.1836333256575,523.5492320434231,943.2507210285274,455.3852618928323,,,1019.8647701234064,485.2422074959836,1046.9050227451282,556.7862092242897,1196.753089357171,600.1632811383021,,,,,,,,,,,,
labeled-data,8WK_F_WT_12,8WK_F_WT_12_selected_17_frame_027620.png,,,,,,,,,213.16386156064237,515.099153099135,326.95825801038905,579.3197530757249,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_12,8WK_F_WT_12_selected_18_frame_027900.png,,,,,565.8138271335323,455.38526189283226,509.47996750494485,471.72208118512265,451.45609208749977,518.4791846768503,187.25029042942464,551.152823261431,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_14,8WK_F_WT_14_selected_01_frame_037230.png,632.9875861126391,294.64616915354884,,,540.6945254878377,367.44876977062825,565.3442249093684,499.29599923463024,529.791168088242,624.8375024392797,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_14,8WK_F_WT_14_selected_02_frame_038410.png,609.9523694089603,406.1002962591018,547.9647026742261,390.47738838286796,504.11976766673115,431.29853476915633,552.1114802271663,533.4324700894999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_14,8WK_F_WT_14_selected_03_frame_039500.png,517.194679772718,362.1006968157348,,,426.12162195736846,373.4848290426535,397.22344015057485,505.7159033707091,349.0598038059188,579.2749116061839,,,,,,,542.5900516635367,341.0838373198849,564.4826136383803,478.569126521903,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_14,8WK_F_WT_14_selected_04_frame_039580.png,,,,,549.5956714954866,326.19689517699123,525.0760020836617,464.5578868580031,416.48889468843726,573.1449942532277,,,716.854844983292,576.6478041692026,678.3239359075671,489.9532587488217,632.7874069998925,496.08317610177795,574.1153409073115,552.1281347573777,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_14,8WK_F_WT_14_selected_05_frame_039800.png,648.0345083640054,297.02153303288407,,,540.0435132611509,330.72085065363297,529.3210031090944,456.32739814915163,447.37038980409136,593.4223493790166,343.9747561949754,599.5494980373346,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_14,8WK_F_WT_14_selected_06_frame_040720.png,588.6093317717313,444.8853714233936,548.4410451209122,406.7769969085141,484.5837689067897,443.85541535542393,516.512407013851,533.4615932687893,480.46394463491083,603.4986058907302,298.1617206042708,623.0677711821548,,,,,,,1046.4624564502637,434.90879542381623,1098.7806125865811,527.3372704128462,919.3873373320928,614.2013826413354,,,,,,,,,,,,
labeled-data,8WK_F_WT_14,8WK_F_WT_14_selected_07_frame_040870.png,,,,,541.5433726109902,345.92429871446393,563.7542864973929,466.1695911339544,501.71690633192327,585.6489899711552,309.47761717719646,620.8800947564836,,,620.0948656802377,438.586911527899,,,,,659.1554383770149,515.1762697568738,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_14,8WK_F_WT_14_selected_09_frame_041190.png,577.6181508232864,385.7446637485659,484.7936880499494,380.4904488746035,463.7768285540995,410.26433316039083,501.4320351508306,524.1056554295778,478.6637706969932,614.3030107659337,433.1272417893184,553.0038372363714,629.2845970839176,300.8015232861726,,,543.4657541425304,357.7221844207661,,,,,410.35897733548103,535.4897876564966,,,,,,,,,,,,
labeled-data,8WK_F_WT_14,8WK_F_WT_14_selected_10_frame_041370.png,650.2863981091127,294.46388608462024,,,536.5929620678297,331.7404224915982,549.0184742034891,460.34447309567236,497.4525988405029,596.4038309811422,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_14,8WK_F_WT_14_selected_13_frame_042310.png,,,,,536.0998671835191,349.933389800348,562.1402489813705,481.66708595418464,508.52769822108814,608.8054206142829,322.4155577246794,601.1464847913854,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_14,8WK_F_WT_14_selected_15_frame_043050.png,528.8718798294875,607.618430162609,454.71504293566784,523.1620325890922,436.1758337122129,566.4201874438204,352.7493922066658,552.0008024922444,266.2330824972095,578.7796602594569,235.33440045811795,515.9523401133042,,,,,541.2313526451242,316.1408629271789,559.7705618685791,454.1549760351211,,,,,,,644.226959442096,505.65277943360695,,,,,,,,
labeled-data,8WK_F_WT_14,8WK_F_WT_14_selected_16_frame_043240.png,,,,,,,,,395.4720351925873,587.1562339171276,145.89682867936978,658.088134715621,603.0135227141052,394.5016885385034,,,503.18344010881805,442.6653248831594,547.8442665374992,533.738382698509,,,,,632.7874069998925,306.0557381601351,,,538.2115392685679,326.19689517699123,,,,,,
labeled-data,8WK_F_WT_14,8WK_F_WT_14_selected_17_frame_043740.png,623.4321096534409,460.7733095112258,501.65966337440636,429.53325784801797,491.4588301782569,460.13575743646646,519.5111214676681,559.5938810989239,487.6335177297009,629.0870572476924,346.0969571331267,574.2575788183888,642.5976950774309,281.0674858649186,,,536.0412384270975,317.4319909122546,,,,,432.02184026843855,543.2301966712947,,,,,,,,,,,292.4836232263351,530.5449042129217
labeled-data,8WK_F_WT_14,8WK_F_WT_14_selected_18_frame_043990.png,,,531.617647385016,403.4659647823769,556.5780540455833,411.7861003358993,545.9887906138274,531.2935019228572,477.9149542668261,631.1351285651258,341.0109056134122,576.6760594875248,,,,,527.0793916285493,325.55924096303085,,,,,398.4954785286578,543.3955172734352,,,,,,,,,,,,
labeled-data,8WK_F_WT_14,8WK_F_WT_14_selected_19_frame_044750.png,624.6577941506714,358.3690617139373,514.4524948779116,405.7470408405444,530.931791965427,422.2263379280598,542.261308713094,522.1320765211225,492.8234174505475,616.8880347743366,291.98198419645246,603.4986058907302,,,,,537.1115283732453,334.6800721506338,,,,,313.82027736611053,575.1426318384306,,,,,,,,,,,,
labeled-data,8WK_F_WT_15,8WK_F_WT_15_round3_candidate280_01_frame_000206.png,,,537.5524981795135,320.42707221034004,537.5524981795135,349.9797521742791,584.0979691227175,438.63779206609627,,,,,622.5164530758382,475.5786420210201,498.39519722729426,440.85424306339166,500.61164822458966,473.3621910237246,497.65638022819576,562.7590479146403,,,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_15,8WK_F_WT_15_selected_00_frame_000470.png,,,,,539.0687696771543,410.9600037907965,541.8419824102634,509.8712579383577,479.9068980374915,627.2705969733133,393.0128990667368,593.0676399316334,,,,,528.9003229890872,348.10051517365486,,,,,346.79268684825024,579.2015762660874,,,,,,,,,,,,
labeled-data,8WK_F_WT_15,8WK_F_WT_15_selected_01_frame_000630.png,628.792111370427,413.93621811997644,499.6977677964275,396.72363897677656,499.6977677964275,428.99722487027645,474.9546852780776,531.1969135330261,,,,,,,,,545.9565742437774,354.7679773152267,,,,,351.23927268632804,578.5315061768259,,,,,,,,,,,,
labeled-data,8WK_F_WT_15,8WK_F_WT_15_selected_02_frame_001080.png,508.34198533442986,431.1749503152413,416.2718098958333,413.2100380345395,401.6753186677631,462.61354680646934,431.9911081414474,547.9468801398026,389.32444147478066,606.3328450520834,152.41215648985747,636.6486388089365,632.5068967108643,309.048528338818,546.0653078163427,295.7498223550454,519.4678958487976,341.5564762991509,575.6179877802817,472.32708513958124,522.4231638451915,570.5897460196785,,,,,,,,,,,,,,
labeled-data,8WK_F_WT_15,8WK_F_WT_15_selected_03_frame_001260.png,631.9257777650394,506.2806499007751,,,553.5839489876175,462.1570911640662,499.5551015549129,543.2003623131233,452.7301004465687,625.1441142527254,274.43490391864316,590.0253634214673,,,,,,,,,,,,,,,,,,,,,,,,
